ROI_ID,mean_cloud_annual,intra_cloud_annual,elevation,forest_prob,sveg_prob,cropland_prob,builup_prob,snow_prob,water_prob,var_snow_lt_p90,direct_normal_irradiation,total_clear,total_cloud,total_cs,CF_clear,CF_cloud,CF_cs,AC_clear,AC_cloud,AC_cs,LC_clear,LC_cloud,LC_cs,MC_clear,MC_cloud,MC_cs,C_clear,C_cloud,C_cs,geometry
ROI_0013,23.468533233115004,9.219564050252336,-13.912733825876865,1,0,0,0,0,0,0.49122457066107217,5.279338911570305,0.6912344990955204,0.5349390689304495,NA,0.9703989311012426,NA,NA,NA,0.5200535923012498,NA,0.7169759101114713,0.47555061040752356,NA,0.8016866544665383,0.6492089974102506,NA,0.3526548397967428,0.5119290003176509,NA,"c(7.86617038217059, 34.1661106230659)"
ROI_0014,19.99167978019233,21.59764456100912,587.5029989540186,0.9999228040651379,0,0,0,0,0,0,5.4698461036898625,0.825808763491424,0.7528149536974312,NA,0.9999953681938505,NA,NA,0.9246354522217252,0.6221743129190025,NA,0.5983999180549471,0.7396028892256301,NA,0.6855085548982383,0.6990705242469039,NA,0.8050401489120544,0.8148549505408323,NA,"c(37.5293008732403, 16.2310311856717)"
ROI_0016,16.24128443487133,13.387340437592105,608.3480499096679,0.9998996452846793,1.0035471532069121e-4,0,0,0,0,0,6.6540367604320965,0.6259094188590275,0.6150488351451351,0.0042970003761113205,0.0016449504520856877,NA,NA,0.8929464031608813,0.19401933919123499,0.03717189098707837,0.8250895739181274,0.9344893366608583,NA,0.4728966705610911,0.8058476259227593,NA,0.5709091604595277,0.831951628598315,NA,"c(31.7504572396132, 29.4032706619008)"
ROI_0017,18.39160867938645,12.104739992517771,1461.1943625997233,1,0,0,0,0,0,0,6.882610287874529,0.9017122898238252,0.7875252479059249,NA,1,NA,NA,0.9777728248116977,NA,NA,0.9673249848959081,0.3948805471077124,NA,0.7776609422056526,0.09439899355233952,NA,0.6658051968965427,0.9420867996817867,NA,"c(47.2852398885815, 15.1412169706426)"
ROI_0018,9.816687355482534,5.925904831446997,191.96143681351967,1,0,0,0,0,0,0,5.895557065259846,0.8750910405616358,0.5349784026009373,NA,0.9999953681938505,NA,NA,0.9615290838028978,0.061044441820325014,NA,0.8947504139932205,0.006550372864049354,NA,0.9000786504768563,0.5387388865740407,NA,0.4393228259693166,0.6715456310876233,NA,"c(55.7226838301486, 19.3347706755254)"
ROI_0019,21.879386347965983,13.06273845093082,332.4553143042318,0.9993978717080758,0,6.021282919241472e-4,0,0,0,0,5.317450898652901,0.698962620292615,0.7303095069801072,NA,1,NA,NA,0.9856614370761043,0.7346736175990389,NA,NA,0.6225474347754952,NA,0.12542377687663703,0.7854368019929724,NA,0.06396465605680621,0.8444515422623752,NA,"c(46.5842252552044, 27.9730267877129)"
ROI_0020,27.81575651249335,13.724269005847951,233.05353414015116,0.9999189442683948,8.105573160517368e-5,0,0,0,0,0.3251918347047341,5.2024542244194585,0.9260587422049519,0.7687448546857237,NA,1,NA,NA,0.9027339053598916,0.2660333766903377,NA,0.95207519494132,0.824648866500449,NA,0.8119565383036156,0.6665854988023892,NA,0.42716015292815657,0.9038555539535645,NA,"c(42.4512254671096, 35.1766188011169)"
ROI_0021,23.90272250187425,17.37639284566777,422.7896583439495,0.9928091986675982,0.004805446945163868,0.002385354387237968,0,0,0,0.002527134478953821,6.231098061526656,0.77620932415502,0.6824270811710306,0.0021837268014263398,1,NA,NA,0.8190439969463714,0.5251253216428268,NA,0.03158186546515731,0.3310758127408595,NA,0.11900145014492311,0.9192010038430569,NA,0.638465059907832,0.9499433678985703,0.0032402115233851037,"c(38.4960939559645, 34.6002125316076)"
ROI_0022,21.02535568093815,12.726138953424051,1603.6319007668008,1,0,0,0,0,0,1.386417099130144,5.995046040789223,0.6523381447771665,0.7383356280793538,0.2639412667866902,1,NA,NA,0.7275875087973066,0.8049682586723383,0.6479658663883774,0.4803371999650452,0.7916488546189906,NA,0.054271249319222135,0.6664244341733362,NA,0.5006457614942044,0.6668674479935377,NA,"c(52.5199914257992, 31.7771915465297)"
ROI_0023,22.633246416074055,8.456456710689697,1926.2172544328764,0.9999691216260552,3.087837394482806e-5,0,0,0,0,0.34344436387033445,6.389380170945848,0.7951867769229681,0.564693201826222,0.11714574620553937,0.9999907362875831,NA,NA,0.8050394279568501,0.23120166588199997,NA,0.8936902854729071,0.8501273873125621,0.4661098129774386,0.404793107772322,0.6581687273828457,NA,0.5534529235667495,0.6746503865956094,NA,"c(54.8438421796119, 29.656118153911)"
ROI_0024,19.228305709023932,11.385910451197047,966.3504566537557,0.7523670203527082,0.24486936517922966,0.002643960769025903,0,0,0,0.07849407148409228,5.896148504434826,0.8362552672108208,0.511230372243204,5.622494472737935e-10,0.9999953681938505,NA,NA,0.8784083659683574,0.17728943034991373,NA,0.8635784335089696,0.1451299940330362,NA,0.6864878202316531,0.7254456067568589,NA,0.5958111015634521,0.6922150637541292,NA,"c(54.3163953311587, 27.7687671145377)"
ROI_0025,24.18248057774372,14.73280337017178,2115.1783469394563,0.9933341310246603,0.006665868975339759,0,0,0,0,7.031002594241991,6.826844751239995,0.8247794020449756,0.08769651020311431,0.02471364177388848,1,NA,NA,0.7836911396882955,NA,NA,0.7009566575771662,1.358805205108142e-4,NA,0.8671269154069763,0.6169104661849959,0.024909422129926365,0.7401930158023813,7.020546779022304e-4,0.024599706753278456,"c(68.1152465547675, 32.3359220723761)"
ROI_0026,46.21116164383562,10.639366575342468,5385.74155129551,0.966141862969496,0,0,0.033780941095641906,7.719593486207016e-5,0,67.03201365255869,6.16671762391254,0.5887635988829834,0.5870894975539578,0.15456108033214,0.336882343926268,NA,NA,0.8229895450415313,0.23737165664702212,0.0678231401508127,0.4927554641700444,0.6605419884859771,0.20241147980212465,0.4906130619063263,0.6632985658613377,0.1988829491641561,0.4019002394239105,0.9579099511562913,NA,"c(78.7500099483086, 32.4873304392113)"
ROI_0027,42.69077589722674,14.586170473083197,1225.230384400775,1,0,0,0,0,0,1.612006402193238,2.880431638739266,0.8301853093088936,0.7740888078796133,NA,0.9975450825177755,NA,NA,0.17982545868705563,0.6290035282196229,NA,0.859418044082898,0.049310425578340374,NA,0.7376693257052118,0.8462406459258559,NA,NA,0.9053728840009795,NA,"c(78.6621108215411, 38.4208112863306)"
