ROI_ID,total_clear,total_cloud,total_cs,CF_clear,CF_cloud,CF_cs,AC_clear,AC_cloud,AC_cs,LC_clear,LC_cloud,LC_cs,MC_clear,MC_cloud,MC_cs,C_clear,C_cloud,C_cs
ROI_0023,0.7951867769229681,0.564693201826222,0.11714574620553937,0.9999907362875831,NA,NA,0.8050394279568501,0.23120166588199997,NA,0.8936902854729071,0.8501273873125621,0.4661098129774386,0.404793107772322,0.6581687273828457,NA,0.5534529235667495,0.6746503865956094,NA
ROI_0024,0.8362552672108208,0.511230372243204,5.622494472737935e-10,0.9999953681938505,NA,NA,0.8784083659683574,0.17728943034991373,NA,0.8635784335089696,0.1451299940330362,NA,0.6864878202316531,0.7254456067568589,NA,0.5958111015634521,0.6922150637541292,NA
ROI_0025,0.8247794020449756,0.08769651020311431,0.02471364177388848,1,NA,NA,0.7836911396882955,NA,NA,0.7009566575771662,1.358805205108142e-4,NA,0.8671269154069763,0.6169104661849959,0.024909422129926365,0.7401930158023813,7.020546779022304e-4,0.024599706753278456
ROI_0026,0.5887635988829834,0.5870894975539578,0.15456108033214,0.336882343926268,NA,NA,0.8229895450415313,0.23737165664702212,0.0678231401508127,0.4927554641700444,0.6605419884859771,0.20241147980212465,0.4906130619063263,0.6632985658613377,0.1988829491641561,0.4019002394239105,0.9579099511562913,NA
ROI_0027,0.8301853093088936,0.7740888078796133,NA,0.9975450825177755,NA,NA,0.17982545868705563,0.6290035282196229,NA,0.859418044082898,0.049310425578340374,NA,0.7376693257052118,0.8462406459258559,NA,NA,0.9053728840009795,NA
ROI_0028,0.8837559894068844,0.6694014117753053,NA,1,NA,NA,0.9883538930073957,NA,NA,NA,0.6071442905876154,NA,0.2871984554142896,0.6619680381990153,NA,0.8720651627126897,0.8975878029790615,NA
ROI_0029,0.7724109862497998,0.6535856973224237,0.35629147928992205,0.6888509003322472,NA,NA,1,NA,NA,0.5317091477140313,0.7149943682570767,NA,0.6133274837633872,0.9618780336485094,0.5365219765315531,0.0058421316012083275,0.6956760741578878,NA
ROI_0030,0.6855169275583077,0.4823585072376698,0.0435088978702231,0.6167693653241683,NA,NA,0.8991566521436288,0.4794892693034998,0.12986403229020027,0.5336585710386293,0.2566363563051812,0.016522722431382943,NA,0.8265302441222291,NA,0.6439930398790734,0.6162819664416571,0.038443640249517
ROI_0031,0.8930740975663144,0.8702988495324229,0.0990414465697974,1,NA,NA,0.9457589169756362,0.7735165186408564,0.330548382874527,0.7445418345615861,0.5644123067690885,NA,0.8574735480525063,0.8804946956729005,NA,NA,0.9047820779441121,NA
ROI_0032,0.763100860988447,0.48194270720239063,0.18930749387126214,0.08086935709519681,0.5190946644870966,NA,0.9999768399680401,NA,NA,0.784193928299058,0.5990769072242189,0.34886855064929834,2.1437973506644064e-10,0.3022152606744582,NA,0.7637924383394235,0.8315991928629715,0.27837362747051286
ROI_0033,0.6639731303776307,0.419272319842578,0.5035068631909607,NA,0.5293080552319552,NA,NA,NA,NA,0.734387617746701,0.6300134353291574,0.19087492627037048,0.8192913594996697,0.6570295658190196,NA,0.8493114511276839,0.9315057796887615,0.7631929250843237
ROI_0034,0.2547504236901779,0.3028774318631341,NA,0.009762443088437966,NA,NA,0.27448318735655236,NA,NA,NA,0.24056215246667853,NA,NA,0.4594603974279451,NA,0.7945258765315353,0.8251972649382229,NA
ROI_0035,0.8493610192653367,0.6990754408105025,NA,1,NA,NA,0.9438869982558187,0.26651428104792363,NA,0.6074923404208376,0.6231662569224924,NA,0.7997185438387472,0.0681705391520959,NA,0.682438657683034,0.8190174573395279,NA
ROI_0036,0.6577597735159131,0.5355611665931862,NA,0.4599923061759461,NA,NA,0.15561289936523998,0.2984070235667363,NA,NA,0.5641275354445647,NA,0.9962158226256534,0.962235310475817,NA,0.9368385392135407,0.9790601012235804,NA
ROI_0037,0.7239180329090915,0.5501628065200107,0.08714766138225719,0.9865303217058515,NA,NA,0.13881351895600882,0.5552893785788975,NA,0.6859028136523574,0.3153135879076787,NA,0.22334033175913018,0.6549563044056315,NA,0.7840053612200989,0.6221318077188438,0.14224728602139472
ROI_0039,0.869206846923906,0.6389111016154295,NA,1,NA,NA,NA,0.6264583338164874,NA,0.8317488397598941,0.777803098074056,NA,0.7609390274499279,0.4625851678790119,NA,0.920320073984873,0.7268888911788054,NA
ROI_0040,0.6604753758748777,0.6949955772868773,NA,0.9140347433934273,1.061345785330773e-9,NA,0.6802912825874243,0.37083441108530263,NA,0.45517773719404275,0.648536168150811,NA,0.006896837812756237,0.6203969296017707,NA,NA,0.9568709736535932,NA
ROI_0041,0.8077106604486339,0.6774936190123122,0.452695854919335,0.9998795404933172,NA,NA,0.9379937711823922,0.08489870734742545,0.6923251047293514,0.5055097213926656,0.34627467240776116,NA,NA,0.8482787367818774,NA,0.4470384552698667,0.834385201321786,0.4686685153505129
ROI_0044,0.5085097307905362,0.7207231060260043,NA,0.693516258527879,NA,NA,0.8558126349871393,0.8638006551796533,NA,0.1817161436602115,0.08866403678541056,NA,0.15243558910291258,0.9674348523516749,NA,NA,0.9665969190327094,NA
ROI_0045,0.8486734686844838,0.9291900668237589,NA,1,NA,NA,0.9840407550277906,0.9285812466923756,NA,0.2941490887222078,0.8335540362312416,NA,0.9362442358896138,0.9267600776683571,NA,0.5833714605003634,0.9745132488464437,NA
ROI_0046,0.5271305804916316,0.5298459270902846,0.18223455298705343,0.43752276026641745,NA,NA,0.6675868059634164,0.1677476876600443,0.6907101976100407,0.4993464206121553,0.4004733719585508,NA,0.21323954325408717,0.7794553263026492,NA,0.2602446436516989,0.8708573715108754,NA
